113,6.23828,0.596875,2.47266,10,11,0.039258,97.6719
20,5.11328,0.696875,1.34766,9,13,0.043008,97.1719
95,6.61328,0.296875,2.84766,13,15,0.038008,99.1719
57,5.86328,0.896875,2.09766,11,14,0.040508,98.1719
132,4.36328,0.496875,0.597656,15,12,0.035508,96.1719
11,4.17578,0.946875,2.28516,14,12,0.043633,98.9219
85,5.67578,0.546875,0.785156,9,14,0.038633,96.9219
48,6.42578,0.746875,0.035156,16,13,0.041133,97.9219
123,4.92578,0.346875,1.53516,11,11,0.036133,99.9219
30,6.05078,0.246875,0.410156,8,13,0.042383,99.4219
104,4.55078,0.646875,1.91016,13,15,0.037383,97.4219
67,5.30078,0.446875,2.66016,10,14,0.044883,96.4219
141,6.80078,0.846875,1.16016,15,12,0.039883,98.4219
6,5.39453,0.271875,2.00391,16,11,0.03832,97.5469
81,6.89453,0.671875,0.503906,11,13,0.04332,99.5469
43,6.14453,0.471875,1.25391,13,14,0.03582,98.5469
118,4.64453,0.871875,2.75391,9,12,0.04082,96.5469
25,6.51953,0.771875,0.878906,10,12,0.03707,96.0469
99,5.01953,0.371875,2.37891,14,14,0.04207,98.0469
62,4.26953,0.571875,1.62891,8,15,0.03957,99.0469
137,5.76953,0.171875,0.128906,12,13,0.04457,97.0469
16,5.58203,0.621875,2.94141,14,11,0.036445,99.7969
90,4.08203,0.221875,1.44141,9,13,0.041445,97.7969
53,4.83203,0.821875,0.691406,12,14,0.038945,96.7969
127,6.33203,0.421875,2.19141,7,12,0.043945,98.7969
34,4.45703,0.521875,0.316406,11,12,0.037695,98.2969
109,5.95703,0.921875,1.81641,15,14,0.042695,96.2969
71,6.70703,0.321875,2.56641,8,15,0.035195,97.2969
146,5.20703,0.721875,1.06641,13,13,0.040195,99.2969
4,4.59766,0.734375,0.738281,9,14,0.035664,99.2344
78,6.09766,0.334375,2.23828,14,12,0.040664,97.2344
41,6.84766,0.934375,2.98828,7,13,0.038164,96.2344
116,5.34766,0.534375,1.48828,12,15,0.043164,98.2344
23,5.72266,0.434375,2.61328,15,13,0.039414,98.7344
97,4.22266,0.834375,1.11328,10,11,0.044414,96.7344
60,4.97266,0.234375,0.363281,13,12,0.036914,97.7344
134,6.47266,0.634375,1.86328,8,14,0.041914,99.7344
13,6.28516,0.184375,1.30078,11,14,0.038789,97.4844
88,4.78516,0.584375,2.80078,15,12,0.043789,99.4844
50,4.03516,0.384375,2.05078,9,13,0.036289,98.4844
125,5.53516,0.784375,0.550781,13,15,0.041289,96.4844
32,5.16016,0.884375,1.67578,14,13,0.035039,96.9844
106,6.66016,0.484375,0.175781,10,11,0.040039,98.9844
69,5.91016,0.684375,0.925781,12,12,0.037539,99.9844
144,4.41016,0.284375,2.42578,8,14,0.042539,97.9844
9,6.19141,0.809375,0.082031,9,15,0.044102,98.1094
83,4.69141,0.409375,1.58203,14,13,0.039102,96.1094
46,5.44141,0.609375,2.33203,11,12,0.041602,97.1094
120,6.94141,0.209375,0.832031,16,14,0.036602,99.1094
27,4.31641,0.309375,2.70703,12,14,0.040352,99.6094
102,5.81641,0.709375,1.20703,8,12,0.035352,97.6094
64,6.56641,0.509375,0.457031,15,11,0.042852,96.6094
139,5.06641,0.909375,1.95703,10,13,0.037852,98.6094
18,4.87891,0.459375,1.01953,7,15,0.040977,96.3594
92,6.37891,0.859375,2.51953,12,13,0.035977,98.3594
55,5.62891,0.259375,1.76953,10,12,0.043477,99.3594
130,4.12891,0.659375,0.269531,14,14,0.038477,97.3594
37,6.75391,0.559375,2.14453,13,14,0.044727,97.8594
111,5.25391,0.159375,0.644531,8,12,0.039727,99.8594
74,4.50391,0.759375,1.39453,15,11,0.042227,98.8594
148,6.00391,0.359375,2.89453,11,13,0.037227,96.8594
3,4.99609,0.778125,2.82422,11,13,0.039648,97.9531
77,6.49609,0.378125,1.32422,16,15,0.044648,99.9531
40,5.74609,0.578125,0.574219,9,14,0.037148,98.9531
114,4.24609,0.178125,2.07422,13,12,0.042148,96.9531
21,6.87109,0.278125,0.199219,15,12,0.035898,96.4531
96,5.37109,0.678125,1.69922,10,14,0.040898,98.4531
59,4.62109,0.478125,2.44922,12,13,0.038398,99.4531
133,6.12109,0.878125,0.949219,8,11,0.043398,97.4531
12,5.93359,0.528125,1.88672,9,13,0.035273,99.7031
87,4.43359,0.928125,0.386719,14,15,0.040273,97.7031
49,5.18359,0.328125,1.13672,7,14,0.037773,96.7031
124,6.68359,0.728125,2.63672,12,12,0.042773,98.7031
31,4.05859,0.628125,0.761719,15,12,0.039023,98.2031
105,5.55859,0.228125,2.26172,11,14,0.044023,96.2031
68,6.30859,0.828125,1.51172,13,13,0.036523,97.2031
142,4.80859,0.428125,0.011719,8,11,0.041523,99.2031
7,6.58984,0.653125,2.35547,8,12,0.040586,96.8281
82,5.08984,0.253125,0.855469,12,14,0.035586,98.8281
45,4.33984,0.853125,0.105469,10,15,0.043086,99.8281
119,5.83984,0.453125,1.60547,14,13,0.038086,97.8281
26,5.46484,0.353125,0.480469,13,11,0.044336,97.3281
101,6.96484,0.753125,1.98047,9,13,0.039336,99.3281
63,6.21484,0.153125,2.73047,15,14,0.041836,98.3281
138,4.71484,0.553125,1.23047,11,12,0.036836,96.3281
17,4.52734,0.203125,1.79297,9,12,0.044961,98.5781
91,6.02734,0.603125,0.292969,14,14,0.039961,96.5781
54,6.77734,0.403125,1.04297,11,15,0.042461,97.5781
128,5.27734,0.803125,2.54297,16,13,0.037461,99.5781
35,5.65234,0.903125,1.41797,13,11,0.041211,99.0781
110,4.15234,0.503125,2.91797,8,13,0.036211,97.0781
73,4.90234,0.703125,2.16797,15,14,0.043711,96.0781
147,6.40234,0.303125,0.667969,10,12,0.038711,98.0781
5,5.79297,0.340625,1.08984,14,13,0.04293,98.3906
80,4.29297,0.740625,2.58984,9,11,0.03793,96.3906
42,5.04297,0.540625,1.83984,16,12,0.04043,97.3906
117,6.54297,0.940625,0.339844,11,14,0.03543,99.3906
24,4.66797,0.840625,2.21484,8,14,0.04168,99.8906
98,6.16797,0.440625,0.714844,12,12,0.03668,97.8906
61,6.91797,0.640625,1.46484,10,13,0.04418,96.8906
135,5.41797,0.240625,2.96484,15,15,0.03918,98.8906
14,5.23047,0.590625,0.152344,12,13,0.042305,96.1406
89,6.73047,0.190625,1.65234,7,11,0.037305,98.1406
52,5.98047,0.790625,2.40234,14,12,0.044805,99.1406
126,4.48047,0.390625,0.902344,10,14,0.039805,97.1406
33,6.35547,0.490625,2.77734,9,14,0.043555,97.6406
108,4.85547,0.890625,1.27734,13,12,0.038555,99.6406
70,4.10547,0.290625,0.527344,11,13,0.041055,98.6406
145,5.60547,0.690625,2.02734,15,15,0.036055,96.6406
10,4.19922,0.415625,1.18359,14,14,0.036992,99.2656
84,5.69922,0.815625,2.68359,9,12,0.041992,97.2656
47,6.44922,0.215625,1.93359,12,11,0.039492,96.2656
121,4.94922,0.615625,0.433594,7,13,0.044492,98.2656
28,6.07422,0.715625,1.55859,10,15,0.038242,98.7656
103,4.57422,0.315625,0.058594,15,13,0.043242,96.7656
66,5.32422,0.915625,0.808594,8,12,0.035742,97.7656
140,6.82422,0.515625,2.30859,13,14,0.040742,99.7656
19,6.63672,0.865625,0.621094,16,14,0.037617,97.0156
94,5.13672,0.465625,2.12109,11,12,0.042617,99.0156
56,4.38672,0.665625,2.87109,13,11,0.035117,98.0156
131,5.88672,0.265625,1.37109,9,13,0.040117,96.0156
38,4.76172,0.165625,2.49609,10,15,0.036367,96.5156
112,6.26172,0.565625,0.996094,14,13,0.041367,98.5156
75,5.51172,0.365625,0.246094,8,12,0.038867,99.5156
149,4.01172,0.765625,1.74609,12,14,0.043867,97.5156
1,5.50586,0.876562,2.57227,10,14,0.038535,97.7578
76,4.00586,0.476562,1.07227,15,12,0.043535,99.7578
39,4.75586,0.676562,0.322266,8,13,0.036035,98.7578
113,6.25586,0.276562,1.82227,12,15,0.041035,96.7578
20,4.38086,0.176562,0.697266,16,13,0.037285,96.2578
94,5.88086,0.576562,2.19727,11,11,0.042285,98.2578
57,6.63086,0.376562,2.94727,13,12,0.039785,99.2578
132,5.13086,0.776562,1.44727,9,14,0.044785,97.2578
11,5.31836,0.426562,1.63477,11,14,0.03666,99.5078
85,6.81836,0.826562,0.134766,15,12,0.04166,97.5078
48,6.06836,0.226563,0.884766,8,13,0.03916,96.5078
122,4.56836,0.626562,2.38477,13,15,0.04416,98.5078
29,6.44336,0.726563,1.25977,14,13,0.03791,98.0078
104,4.94336,0.326562,2.75977,10,11,0.04291,96.0078
66,4.19336,0.926562,2.00977,12,12,0.03541,97.0078
141,5.69336,0.526562,0.509766,7,14,0.04041,99.0078
6,4.09961,0.551562,2.66602,8,15,0.041348,96.8828
80,5.59961,0.151562,1.16602,13,13,0.036348,98.8828
43,6.34961,0.751562,0.416016,10,12,0.043848,99.8828
118,4.84961,0.351563,1.91602,15,14,0.038848,97.8828
25,5.97461,0.451562,0.041016,12,14,0.042598,97.3828
99,4.47461,0.851562,1.54102,7,12,0.037598,99.3828
62,5.22461,0.251562,2.29102,14,11,0.040098,98.3828
136,6.72461,0.651562,0.791016,9,13,0.035098,96.3828
15,6.91211,0.301562,2.10352,8,15,0.043223,98.6328
90,5.41211,0.701562,0.603516,12,13,0.038223,96.6328
53,4.66211,0.501562,1.35352,10,12,0.040723,97.6328
127,6.16211,0.901562,2.85352,14,14,0.035723,99.6328
34,5.03711,0.801562,0.978516,13,14,0.041973,99.1328
108,6.53711,0.401562,2.47852,9,12,0.036973,97.1328
71,5.78711,0.601563,1.72852,15,11,0.044473,96.1328
146,4.28711,0.201562,0.228516,11,13,0.039473,98.1328
4,4.89648,0.239062,1.40039,12,12,0.044004,98.3203
78,6.39648,0.639062,2.90039,8,14,0.039004,96.3203
41,5.64648,0.439062,2.15039,14,13,0.041504,97.3203
115,4.14648,0.839062,0.650391,10,11,0.036504,99.3203
22,6.77148,0.939062,1.77539,9,13,0.040254,99.8203
97,5.27148,0.539063,0.275391,13,15,0.035254,97.8203
59,4.52148,0.739062,1.02539,11,14,0.042754,96.8203
134,6.02148,0.339062,2.52539,16,12,0.037754,98.8203
13,6.20898,0.689062,0.462891,13,12,0.040879,96.0703
87,4.70898,0.289063,1.96289,8,14,0.035879,98.0703
50,5.45898,0.889062,2.71289,15,13,0.043379,99.0703
125,6.95898,0.489062,1.21289,11,11,0.038379,97.0703
32,4.33398,0.389062,2.33789,7,13,0.044629,97.5703
106,5.83398,0.789062,0.837891,12,15,0.039629,99.5703
69,6.58398,0.189062,0.087891,9,14,0.042129,98.5703
143,5.08398,0.589062,1.58789,14,12,0.037129,96.5703
8,6.30273,0.514062,0.931641,15,11,0.036191,99.4453
83,4.80273,0.914062,2.43164,11,13,0.041191,97.4453
46,4.05273,0.314062,1.68164,13,14,0.038691,96.4453
120,5.55273,0.714062,0.181641,9,12,0.043691,98.4453
27,5.17773,0.614062,2.05664,10,12,0.039941,98.9453
101,6.67773,0.214062,0.556641,14,14,0.044941,96.9453
64,5.92773,0.814062,1.30664,7,15,0.037441,97.9453
139,4.42773,0.414063,2.80664,12,13,0.042441,99.9453
18,4.61523,0.764062,0.369141,15,11,0.039316,97.1953
92,6.11523,0.364062,1.86914,10,13,0.044316,99.1953
55,6.86523,0.564062,2.61914,13,14,0.036816,98.1953
129,5.36523,0.164063,1.11914,8,12,0.041816,96.1953
36,5.74023,0.264062,2.99414,11,12,0.035566,96.6953
111,4.24023,0.664063,1.49414,16,14,0.040566,98.6953
73,4.99023,0.464062,0.744141,9,15,0.038066,99.6953
148,6.49023,0.864062,2.24414,14,13,0.043066,97.6953
2,4.49805,0.495312,2.17383,13,13,0.04002,96.6016
77,5.99805,0.895312,0.673828,8,11,0.03502,98.6016
40,6.74805,0.295312,1.42383,15,12,0.04252,99.6016
114,5.24805,0.695313,2.92383,10,14,0.03752,97.6016
21,5.62305,0.595312,1.04883,7,14,0.04377,97.1016
96,4.12305,0.195313,2.54883,12,12,0.03877,99.1016
58,4.87305,0.795312,1.79883,9,13,0.04127,98.1016
133,6.37305,0.395312,0.298828,14,15,0.03627,96.1016
12,6.56055,0.845312,2.73633,12,13,0.044395,98.8516
86,5.06055,0.445312,1.23633,8,11,0.039395,96.8516
49,4.31055,0.645312,0.486328,14,12,0.041895,97.8516
124,5.81055,0.245312,1.98633,10,14,0.036895,99.8516
30,5.43555,0.345312,0.111328,9,14,0.040645,99.3516
105,6.93555,0.745312,1.61133,13,12,0.035645,97.3516
68,6.18555,0.545312,2.36133,11,13,0.043145,96.3516
142,4.68555,0.945312,0.861328,16,15,0.038145,98.3516
7,5.9043,0.170313,1.51758,15,14,0.039707,97.7266
82,4.4043,0.570313,0.017578,10,12,0.044707,99.7266
44,5.1543,0.370312,0.767578,12,11,0.037207,98.7266
119,6.6543,0.770312,2.26758,8,13,0.042207,96.7266
26,4.0293,0.870312,1.14258,11,15,0.035957,96.2266
100,5.5293,0.470312,2.64258,16,13,0.040957,98.2266
63,6.2793,0.670312,1.89258,9,12,0.038457,99.2266
137,4.7793,0.270313,0.392578,14,14,0.043457,97.2266
16,4.9668,0.720312,2.45508,15,14,0.035332,99.9766
91,6.4668,0.320313,0.955078,11,12,0.040332,97.9766
54,5.7168,0.920312,0.205078,13,11,0.037832,96.9766
128,4.2168,0.520312,1.70508,8,13,0.042832,98.9766
35,6.8418,0.420312,0.580078,10,15,0.039082,98.4766
110,5.3418,0.820312,2.08008,14,13,0.044082,96.4766
72,4.5918,0.220312,2.83008,7,12,0.036582,97.4766
147,6.0918,0.620312,1.33008,12,14,0.041582,99.4766
5,6.70117,0.632813,0.251953,11,13,0.037363,99.0391
79,5.20117,0.232812,1.75195,15,15,0.042363,97.0391
42,4.45117,0.832812,2.50195,9,14,0.039863,96.0391
117,5.95117,0.432812,1.00195,13,12,0.044863,98.0391
23,4.82617,0.532812,2.87695,14,12,0.038613,98.5391
98,6.32617,0.932812,1.37695,10,14,0.043613,96.5391
61,5.57617,0.332812,0.626953,12,13,0.036113,97.5391
135,4.07617,0.732812,2.12695,8,11,0.041113,99.5391
14,4.26367,0.282812,0.814453,10,13,0.037988,97.2891
89,5.76367,0.682812,2.31445,15,15,0.042988,99.2891
51,6.51367,0.482812,1.56445,8,14,0.035488,98.2891
126,5.01367,0.882812,0.064453,13,12,0.040488,96.2891
33,6.13867,0.782812,1.93945,16,12,0.036738,96.7891
107,4.63867,0.382813,0.439453,11,14,0.041738,98.7891
70,5.38867,0.582812,1.18945,14,13,0.039238,99.7891
144,6.88867,0.182812,2.68945,9,11,0.044238,97.7891
9,5.29492,0.907812,0.533203,8,12,0.042676,98.1641
84,6.79492,0.507813,2.0332,12,14,0.037676,96.1641
47,6.04492,0.707812,2.7832,10,15,0.040176,97.1641
121,4.54492,0.307812,1.2832,15,13,0.035176,99.1641
28,6.41992,0.207812,2.4082,13,11,0.041426,99.6641
103,4.91992,0.607812,0.908203,9,13,0.036426,97.6641
65,4.16992,0.407812,0.158203,16,14,0.043926,96.6641
140,5.66992,0.807812,1.6582,11,12,0.038926,98.6641
19,5.85742,0.357812,1.4707,8,12,0.042051,96.4141
93,4.35742,0.757812,2.9707,13,14,0.037051,98.4141
56,5.10742,0.157812,2.2207,11,15,0.044551,99.4141
131,6.60742,0.557812,0.720703,15,13,0.039551,97.4141
37,4.73242,0.657812,1.8457,12,11,0.043301,97.9141
112,6.23242,0.257813,0.345703,7,13,0.038301,99.9141
75,6.98242,0.857812,1.0957,14,14,0.040801,98.9141
149,5.48242,0.457812,2.5957,9,12,0.035801,96.9141
2,5.49414,0.673437,0.849609,15,15,0.044668,97.4297
76,6.99414,0.273438,2.34961,10,13,0.039668,99.4297
39,6.24414,0.873437,1.59961,12,12,0.042168,98.4297
114,4.74414,0.473437,0.099609,8,14,0.037168,96.4297
20,6.61914,0.373437,1.97461,11,14,0.040918,96.9297
95,5.11914,0.773437,0.474609,16,12,0.035918,98.9297
58,4.36914,0.173437,1.22461,9,11,0.043418,99.9297
132,5.86914,0.573437,2.72461,13,13,0.038418,97.9297
11,5.68164,0.223437,0.287109,15,15,0.040293,99.1797
86,4.18164,0.623437,1.78711,11,13,0.035293,97.1797
48,4.93164,0.423437,2.53711,13,12,0.042793,96.1797
123,6.43164,0.823437,1.03711,8,14,0.037793,98.1797
30,4.55664,0.923437,2.91211,9,14,0.044043,98.6797
104,6.05664,0.523438,1.41211,14,12,0.039043,96.6797
67,6.80664,0.723437,0.662109,7,11,0.041543,97.6797
142,5.30664,0.323437,2.16211,12,13,0.036543,99.6797
